SYMBOL,SERIES,OPEN,CLOSE,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
ZENITHSTL,EQ,1.4,1.4,1.35,42270,59178,16,INE318D01020
ZENSARTECH,EQ,389,383.15,385.75,812240,313414696.9,24489,INE520A01027
ZENTEC,EQ,198.75,195.75,195.75,142676,28101372.7,3146,INE251B01027
ZODIAC,BE,87.65,87.65,92.25,11030,967579.45,251,INE761Y01019
ZODIACLOTH,EQ,107,103.9,105.15,15737,1658322.9,456,INE206B01013
ZOMATO,EQ,82,80.75,81.15,12522850,1013287355,49226,INE758T01015
ZOTA,EQ,312.1,318.45,315.35,21417,6808330.9,579,INE358U01012
ZUARI,EQ,142.2,136.9,141.4,124982,17527478.4,2909,INE840M01016
ZUARIGLOB,EQ,191.4,184.7,189.9,119501,22532742.7,3435,INE217A01012
ZYDUSLIFE,EQ,360.9,367.8,360.1,1283159,469487450.5,22155,INE010B01027
ZYDUSWELL,EQ,1472.95,1470.6,1472.95,257679,381950745.8,11675,INE768C01010
