SYMBOL,SERIES,OPEN,CLOSE,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
GUJALKALI,EQ,765,783.6,756,1942946,1536890291,65390,INE186A01019
GUJAPOLLO,EQ,209.5,203.7,209.75,13157,2687212.75,556,INE826C01016
GUJGASLTD,EQ,500.95,500.65,491.9,3187789,1605060284,71430,INE844O01030
GUJRAFFIA,BE,37.4,36.9,36.3,1444,53715.5,28,INE610B01024
GULFOILLUB,EQ,439.5,437.9,439.9,41311,18156003.95,2940,INE635Q01029
GULFPETRO,EQ,50.95,50.65,50.95,43978,2240266.1,663,INE586G01017
GULPOLY,EQ,399.8,380.8,392.05,156696,60334268.4,5217,INE255D01024
HAL,EQ,1439.9,1407.1,1414.75,528491,754096474.6,22825,INE066F01012
HAPPSTMNDS,EQ,1147.7,1142.9,1136.6,277553,319733093.7,15377,INE419U01012
HARRMALAYA,EQ,143,141.65,143.5,53943,7733761.4,1397,INE544A01019
HATHWAY,EQ,18.9,18.6,18.8,2267799,42471914,4214,INE982F01036
HATSUN,EQ,1196.05,1170.4,1196.05,148282,172867920.4,12647,INE473B01035
HAVELLS,EQ,1135,1141.35,1124.95,1613189,1848822574,57267,INE176B01034
HAVISHA,BE,2.9,2.85,3,70844,202420.05,199,INE293B01029
HBANKETF,EQ,369,362.83,363.23,658,240095.36,78,INF179KC1AN8
HBLPOWER,EQ,66,64.15,65.65,1375019,89943633.1,9390,INE292B01021
HBSL,EQ,50.5,48.35,49.6,15082,724245.15,547,INE550B01022
HCC,EQ,16.6,16,16.5,8517263,138591033,9798,INE549A01026
HCG,EQ,265.7,273.05,265.7,130237,35352551.7,4751,INE075I01017
HCL-INSYS,EQ,19.8,19.35,19.65,385141,7476731.45,1961,INE236A01020
HCLTECH,EQ,1190,1180.7,1176.4,2338886,2764030875,90625,INE860A01027
HDFC,EQ,2408.75,2346.3,2402.75,3173223,7537678414,132693,INE001A01036
HDFC,W3,570,548.95,574.5,57600,31810980,91,INE001A13049
HDFCAMC,EQ,2169.6,2218.95,2160.35,595258,1319992399,36660,INE127D01025
HDFCBANK,EQ,1507,1479.25,1494.15,15594128,23105806046,201491,INE040A01034
HDFCLIFE,EQ,531.9,525.85,529.3,2654149,1404441276,49517,INE795G01014
HDFCMFGETF,EQ,45.39,45.68,45.39,223688,10163317.42,657,INF179KC1981
HDFCNIFETF,EQ,187,183.81,185.57,334072,61434425.21,426,INF179KC1965
HDFCSENETF,EQ,625,621.97,622.46,19624,12195550.08,442,INF179KC1973
HDIL,BZ,8.1,8.1,7.75,358301,2902238.1,311,INE191I01012
HEALTHY,EQ,8.46,8.49,8.46,50187,428844.17,515,INF209KB10C2
HECPROJECT,EQ,36.85,35.75,37,3324,119126.95,49,INE558R01013
HEG,EQ,1319.8,1298.55,1308.85,278603,364535875.2,19225,INE545A01016
HEIDELBERG,EQ,195.2,191.4,194.9,133238,25676605.4,5334,INE578A01017
HEMIPROP,EQ,122.95,121.4,122.3,762965,93448117.9,6817,INE0AJG01018
HERANBA,EQ,652,647.65,643.7,60826,39503493.8,2723,INE694N01015
HERCULES,EQ,140.65,142.55,138.95,78326,11165974.05,2330,INE688E01024
HERITGFOOD,EQ,340,340.25,338.55,156065,53398729.55,5534,INE978A01027
HEROMOTOCO,EQ,2423,2394.65,2423.65,1137046,2708232994,79152,INE158A01026
HESTERBIO,EQ,2531.4,2506.4,2498.9,7310,18356964.6,1248,INE782E01017
HEXATRADEX,EQ,155.6,163.95,156.15,103350,16765585.9,506,INE750M01017
HFCL,EQ,73.55,73.7,73,8192858,608273653.9,23866,INE548A01028
HGINFRA,EQ,578,571.7,573.45,74890,43302829.05,5554,INE926X01010
HGS,EQ,1160.1,1101.65,1151.45,159171,178964542.6,11123,INE170I01016
HIKAL,EQ,410.9,394.15,404.55,140888,56607714.9,4407,INE475B01022
HIL,EQ,3881.8,3855.4,3879.6,9879,38389139.8,2621,INE557A01011
HILTON,EQ,28.15,29.7,29.15,50521,1475609.05,392,INE788H01017
HIMATSEIDE,EQ,160.1,158.5,158.9,485958,78430404.3,9633,INE049A01027
HINDALCO,EQ,601,608.45,593.45,13581577,8214918777,148556,INE038A01020
HINDCOMPOS,EQ,285,281,281.65,4622,1311359.85,266,INE310C01029
HINDCON,EQ,69.5,68.1,70.6,53386,3685042.65,862,INE642Y01011
HINDCOPPER,EQ,119.65,117.95,118.2,3992771,471734416.9,20160,INE531E01026
HINDMOTORS,EQ,12.15,12.5,12,702439,8587798.45,1769,INE253A01025
HINDNATGLS,EQ,14,14,13.35,14027,196378,49,INE952A01022
HINDOILEXP,EQ,224.8,223.75,223.1,941310,209799005.3,10586,INE345A01011
HINDPETRO,EQ,283,284.65,280.15,6588818,1877891223,75649,INE094A01015
HINDUNILVR,EQ,2012,1978.55,1993.5,3212162,6389850750,161145,INE030A01027
HINDZINC,EQ,313.1,311,313,1050024,328100224.2,14848,INE267A01025
HIRECT,BE,183.1,185.55,183.7,4480,838517.1,75,INE835D01023
HISARMETAL,EQ,139,133.05,138.4,66377,9019615.35,2208,INE598C01011
HITECH,EQ,515.5,513.2,516.9,10869,5607542.9,800,INE106T01017
HITECHCORP,EQ,248.15,246.85,245.35,5465,1348869.85,534,INE120D01012
HITECHGEAR,EQ,214.8,211.15,216.4,19329,4146292.6,506,INE127B01011
HLEGLAS,EQ,5818.95,5785.25,5765.2,8420,48792592.6,2302,INE461D01010
HLVLTD,EQ,9.2,9.4,9.3,292364,2748761,418,INE102A01024
HMT,BZ,27.5,27.3,27.5,6547,180545.05,46,INE262A01018
HMVL,EQ,65.85,64.15,65.8,83532,5428199.55,1267,INE871K01015
HNDFDS,EQ,1919.15,1908.7,1922.05,2529,4892646,570,INE254N01018
HNGSNGBEES,EQ,315,305.29,303.31,3125,956352.14,220,INF204KB19I1
HOMEFIRST,EQ,722.85,712.1,722.85,35691,25414822.15,9484,INE481N01025
HONAUT,EQ,39499.7,39112.4,39328.15,2422,94859046.75,1599,INE671A01010
HONDAPOWER,EQ,1264,1257.25,1263.25,2147,2704206.15,331,INE634A01018
HOTELRUGBY,BE,4.75,5,4.95,5358,26286.75,13,INE275F01019
HOVS,EQ,49.85,49.4,49.85,24844,1227925.5,117,INE596H01014
HPAL,EQ,384.95,383.6,382.4,37962,14512841.05,2132,INE0GSL01016
HPL,EQ,67.75,66.2,67.35,323013,21645220.55,3851,INE495S01016
HSCL,EQ,64,62.4,63.5,5528653,350373706,19643,INE019C01026
HSIL,EQ,311.5,305.4,305.9,71236,21820425.45,1890,INE415A01038
HTMEDIA,EQ,31.85,31.2,31.55,419987,13305332.85,2002,INE501G01024
HUBTOWN,BE,46.3,45.05,45.65,146362,6719152.55,421,INE703H01016
HUDCO,EQ,35.6,35.25,35.4,1298132,45901975.95,3910,INE031A01017
HUDCO,N2,1229.9,1209.5,1209.18,3,3651.4,3,INE031A07840
HUDCO,N4,1070,1075,1070,90,96500,2,INE031A07857
HUDCO,N5,1160,1154.99,1158,193,222971.47,6,INE031A07865
HUDCO,N6,1300,1300,1315,1,1300,1,INE031A07873
HUDCO,N7,1124.15,1127,1353,10,11255.75,3,INE031A07881
HUDCO,N8,1235,1223.51,1230,172,210445,4,INE031A07AO5
HUDCO,N9,1224,1230,1225,202,248148,3,INE031A07AT4
HUDCO,ND,1250.5,1251.28,1252.04,2455,3078067.23,22,INE031A07949
HUDCO,NE,1385.2,1385.2,1386.8,6,8311.2,2,INE031A07AB2
HUHTAMAKI,EQ,163.7,160.75,162.25,134445,21980154.1,2325,INE275B01026
IBMFNIFTY,EQ,182,178.62,180.77,2469,441620.3,116,INF666M01FS5
IBREALEST,EQ,107,104.2,105.4,8449964,891977178.7,34849,INE069I01010
IBUCCREDIT,N7,970,960,966,380,368439.5,3,INE244L07127
IBULHSGFIN,EQ,157,155.8,154.45,8586108,1345110978,40309,INE148I01020
IBULHSGFIN,N8,979,979,979,1,979,1,INE148I07GJ7
IBULHSGFIN,NA,917,920,910,780,717121,16,INE148I07GL3
IBULHSGFIN,NE,891,890.66,894.99,60,53430,5,INE148I08256
IBULHSGFIN,NT,900.11,975,980,71,66978.3,4,INE148I07KP6
IBULHSGFIN,YA,950,950,1000,5,4750,1,INE148I07LC2
ICDSLTD,BE,42.9,42.45,42.55,1774,73851.5,24,INE613B01010
ICEMAKE,EQ,103.9,98.9,102.25,59556,6006443.2,798,INE520Y01019
ICICI500,EQ,24.75,24.34,24.39,78976,1924250.75,352,INF109KC1V59
ICICI5GSEC,EQ,50.5,50.26,50.75,60,3030,14,INF109KC14A8
ICICIALPLV,EQ,171.98,169.29,169.71,30886,5229190.53,266,INF109KC1N59
ICICIAUTO,EQ,106.1,105.18,105.81,54796,5796831.24,152,INF109KC1Y49
ICICIB22,EQ,48.3,48.29,48.3,136761,6610328.62,1010,INF109KB15Y7
ICICIBANK,EQ,725,718.3,718.2,7140403,5143376629,113577,INE090A01021
ICICIBANKN,EQ,400,359.48,362.8,4328,1569129.88,241,INF109KC1E27
ICICIBANKP,EQ,184.88,180.69,180.83,15343,2786032.18,146,INF109KC1E35
ICICICONSU,EQ,79.4,67.47,67.8,696,47949.36,80,INF109KC1V42
ICICIFMCG,EQ,362.85,363.24,362.69,6505,2368052.92,171,INF109KC1R48
ICICIGI,EQ,1251,1252.5,1250.4,628795,792514787.7,29526,INE765G01017
ICICIGOLD,EQ,44.88,45.61,45.38,567126,25843216.78,6553,INF109KC1NT3
ICICILIQ,EQ,1000,999.99,999.99,149684,149683922,92,INF109KC1KT9
ICICILOVOL,EQ,122.3,134.14,134.72,231131,31001598.32,856,INF109KB10T8
ICICIM150,EQ,110.32,110.9,110.32,167726,18611215.58,410,INF109KC1G82
ICICIMCAP,EQ,102.97,101.07,100.58,13767,1391865.52,220,INF109KB1XT3
ICICINF100,EQ,192.96,189.83,189.4,13572,2576741.33,317,INF109KA1962
ICICINIFTY,EQ,188.33,185.15,186.29,493788,91566959.83,4030,INF109K012R6
ICICINV20,EQ,98,97.81,97.26,32600,3185704.3,896,INF109KB1WY5
ICICINXT50,EQ,41.9,41.58,41.61,1165419,48467049.69,835,INF109KC1NS5
ICICIPHARM,EQ,84.79,85.2,84.72,88078,7516217.56,115,INF109KC1Q72
ICICIPRULI,EQ,483.55,477.6,481.75,883906,426297671.3,22241,INE726G01019
ICICISENSX,EQ,626.03,630.04,629.24,1163,734302.57,146,INF346A01034
ICICISILVE,EQ,69.88,69.6,69.62,167431,11577861.39,673,INF109KC1Y56
ICICITECH,EQ,379.7,368.51,367.75,32018,11826628.7,454,INF109KC1N67
ICIL,EQ,166,170.3,164.2,869148,147340664.2,12366,INE483B01026
ICRA,EQ,3897,4002.55,3851,21301,85017370.3,2332,INE725G01011
IDBI,EQ,45.5,44.8,45.3,5551823,250855065.7,14193,INE008A01015
IDBIGOLD,EQ,4749.8,4672.25,4718.3,234,1094141,66,INF397L01554
IDEA,EQ,10.1,10,10.05,128567672,1290581777,110915,INE669E01016
IDFC,EQ,60.75,60.3,60.2,7613154,458686554.9,12458,INE043D01016
IDFCFIRSTB,EQ,41.1,40.75,40.6,67093172,2736806383,57356,INE092T01019
IDFNIFTYET,EQ,179,180.87,182.62,327,59520.5,18,INF194KA1U07
IEX,EQ,223.4,228.8,221.95,13956017,3204117559,130878,INE022Q01020
IFBAGRO,EQ,593.6,586.65,582.3,16266,9602662.65,1866,INE076C01018
IFBIND,EQ,937.7,1005.95,937.7,1013521,1030684096,65069,INE559A01017
IFCI,EQ,12.2,11.9,12.1,3414879,41036765.4,5437,INE039A01010
IFCI,NH,1031.05,1030.2,1030.91,8118,8372447.06,90,INE039A07801
IFCI,NI,2037.55,2037.55,2135.36,2,4075.1,1,INE039A07819
IFCI,NL,1010.1,1003.02,1013.54,2785,2795137.18,80,INE039A07843
IFGLEXPOR,EQ,274.5,290.35,272.85,99447,28674225,4169,INE133Y01011
IGARASHI,EQ,360.1,368.9,359.95,103588,38248342.3,8147,INE188B01013
IGL,EQ,374.95,373.85,370.9,3928921,1484095742,53280,INE203G01027
IGPL,EQ,707,696,706.9,30638,21487861.75,1871,INE204A01010
IIFCL,N1,1230.6,1230.6,1236,50,61530,1,INE787H07156
IIFCL,N2,1083,1083,1083,400,433200,4,INE787H07354
IIFCL,N4,1365,1368.49,1363.39,1025,1399212.25,11,INE787H07370
IIFL,EQ,288.4,286.25,286.8,544455,156407723.1,7514,INE530B01024
IIFL,N2,1002,1014.25,1004.24,110,109087.1,8,INE866I07BZ1
IIFL,N3,1318.2,1325.5,1326,748,990906.6,8,INE866I07CB0
IIFL,N4,1011,1010.05,1010.89,1203,1213174.08,24,INE866I07CD6
IIFL,N5,1022,1048,1022,30,31180,4,INE866I07CF1
IIFL,N6,1005,1005,1010,20,20100,1,INE866I08279
IIFL,N7,1001,1001,1032,12,12012,1,INE866I08295
IIFL,NE,974,950,960.94,136,130116.06,19,INE530B08094
IIFL,NF,972,964.95,963.13,1705,1647624.76,28,INE530B08102
IIFL,NG,992,955.2,992,12,11572.8,2,INE530B08110
IIFL,NH,1000,1002,1000,46,46070,25,INE530B07120
IIFL,NI,970.15,970.15,966.6,14,13582.1,1,INE530B07138
IIFL,NL,933.5,927.74,930,318,295876.98,19,INE530B07161
IIFLSEC,EQ,95,92.7,93.65,453026,42376530.95,5844,INE489L01022
IIFLWAM,EQ,1594.95,1602.25,1587,68580,109573617.1,7433,INE466L01020
IIHFL,N4,980,980,980,9,8820,1,INE477L08147
IIHFL,N5,983.72,975.5,983.72,1563,1534532.3,33,INE477L08154
IIHFL,N6,953.2,953.2,951.3,10,9532,1,INE477L08162
IIHFL,N8,919,915.5,929,301,276158,10,INE477L07AM1
IIHFL,N9,950.6,922,901.21,81,76137.99,3,INE477L07AN9
IIHFL,NC,907,871.08,880,560,488472.35,23,INE477L07AQ2
IITL,EQ,72.75,67.65,69.75,2316,157876.2,34,INE886A01014
IL&FSENGG,BZ,14.25,13.5,14.05,38729,532923.55,149,INE369I01014
IL&FSTRANS,BZ,5.7,5.45,5.65,273752,1577846.9,158,INE975G01012
IMAGICAA,EQ,14,14,14.1,119720,1689175.8,450,INE172N01012
IMFA,EQ,440.2,438.95,439.3,105651,45955677.5,6413,INE919H01018
IMPAL,EQ,779,772,768.95,435,336808,51,INE547E01014
IMPEXFERRO,EQ,1.65,1.65,1.6,8341,13762.65,8,INE691G01015
INCRED,N1,1000,1000,1000,100,100000,2,INE945W07381
INCREDIBLE,BE,25.45,24.05,24.65,1852,45551.75,33,INE452L01012
INDBANK,EQ,23.75,23.15,23.35,59319,1380345.3,407,INE841B01017
INDHOTEL,EQ,212.9,216.1,208.75,19198052,4141888028,115778,INE053A01029
INDIACEM,EQ,212.6,208.95,211.8,1756661,368691467,14929,INE383A01012
INDIAGLYCO,EQ,888,879.3,878.8,58829,52234360.9,2880,INE560A01015
INDIAMART,EQ,4502,4487.75,4485,99209,449198486,13154,INE933S01016
INDIANB,EQ,155.9,151.45,154.1,1556961,238622923,10653,INE562A01011
INDIANCARD,BE,268,275.45,270,989,272653.2,19,INE061A01014
INDIANHUME,EQ,190,185.65,188.05,41424,7757193.95,1563,INE323C01030
INDIGO,EQ,1845,1832.8,1836.25,628556,1148446745,28115,INE646L01027
INDIGOPNTS,EQ,1597.8,1558.95,1588.1,27298,42949693.4,5300,INE09VQ01012
INDIGRID,IV,144,146.44,144.14,212127,30827174.07,1330,INE219X23014
INDIGRID,NB,1020,1020,1019,80,81600,1,INE219X07181
INDIGRID,ND,1055,1045.25,1035,156,163036,3,INE219X07207
INDIGRID,NJ,1094.5,1090,1094.89,402,438205,10,INE219X07264
INDLMETER,BE,14.4,13.3,14,12370,164765.7,99,INE065B01013
INDNIPPON,EQ,467.55,456.8,460.65,11662,5397638.25,1121,INE092B01025
INDOCO,EQ,403.85,393.1,401.8,88035,35087216.95,5511,INE873D01024
INDORAMA,EQ,69.5,71,68.7,375388,26643727.75,4359,INE156A01020
INDOSOLAR,BZ,2.95,2.95,2.85,78468,231480.6,71,INE866K01015
INDOSTAR,EQ,245.5,237.75,243.15,192262,45656290.75,2750,INE896L01010
INDOTECH,EQ,221.8,215.6,219.6,21454,4677643.45,399,INE332H01014
INDOTHAI,BE,309.95,302.5,309.95,3575,1082309.1,57,INE337M01013
INDOWIND,BE,20.5,19.3,20.15,252241,4959798.4,1553,INE227G01018
INDRAMEDCO,EQ,62.35,62.25,62.2,109157,6822712.9,1325,INE681B01017
INDSWFTLAB,EQ,67.95,67,67.3,94387,6372242.1,731,INE915B01019
INDSWFTLTD,BE,12.45,11.85,11.95,10666,125659.15,70,INE788B01028
INDTERRAIN,EQ,51,51.05,50.7,291707,14955936.15,2661,INE611L01021
INDUSINDBK,EQ,933,931.35,927.7,2433056,2273373281,52516,INE095A01012
INDUSTOWER,EQ,213,213.9,211.85,2445320,523220017,33001,INE121J01017
INEOSSTYRO,EQ,1105,1099.65,1103.95,47836,53107893.15,4789,INE189B01011
INFIBEAM,EQ,20.15,21.75,20.15,10730867,222885999.7,8126,INE483S01020
INFOBEAN,EQ,775,757.2,771.35,39723,30633092.9,3084,INE344S01016
INFOMEDIA,BE,4.25,4.25,4.05,11667,49584.75,11,INE669A01022
INFRABEES,EQ,513,509.31,508.64,371,189271.32,89,INF732E01268
INFY,EQ,1897,1872.4,1887.4,6192824,11631503050,161491,INE009A01021
INGERRAND,EQ,1640,1581.05,1629.2,52242,84292721.6,8159,INE177A01018
INNOVATIVE,SM,6,5.75,5.95,135000,778350,39,INE070Y01015
INOXLEISUR,EQ,446,449.05,442.75,687298,307480102.5,14169,INE312H01016
INOXWIND,EQ,111.2,114.75,111.2,765740,86679902.75,9047,INE066P01011
INSECTICID,EQ,635.95,618.8,628.8,12088,7552076.1,1424,INE070I01018
INSPIRISYS,BE,60.25,62.05,63,35112,2187355.9,173,INE020G01017
INTELLECT,EQ,825,837.7,818.7,853287,709719826.6,26793,INE306R01017
INTENTECH,EQ,78,77,76.7,78794,6147999.05,1725,INE781A01025
INTLCONV,EQ,85.8,81,85.05,718711,60092128.75,6632,INE575C01027
INVENTURE,EQ,3.8,3.7,3.8,10283929,38473781,4973,INE878H01024
IOB,EQ,18.35,17.95,18.2,3558800,65000448.8,5086,INE565A01014
IOC,EQ,121.85,121.7,120.65,16847442,2045446522,74770,INE242A01010
IOLCP,EQ,401.15,393.85,396.4,437094,174689311.4,10728,INE485C01011
IONEXCHANG,EQ,1660,1645,1644.6,16566,27439915.4,3099,INE570A01014
IPCALAB,EQ,999.75,991.25,999.75,267686,268069324.8,21444,INE571A01038
IPL,EQ,284.9,279.9,282.1,129718,36516808.85,4309,INE0D6701023
IRB,EQ,231,228.25,226.3,1398964,320205292.1,14446,INE821I01014
IRBINVIT,IV,53.27,52.89,52.94,566791,29974966.2,1189,INE183W23014
IRCON,EQ,41.15,41.2,41.1,1160995,48018280.5,4473,INE962Y01021
IRCTC,EQ,772,766.45,765.8,3000265,2322455502,71631,INE335Y01020
IREDA,N5,1298,1279,1253.02,275,351111.5,5,INE202E07138
IREDA,N6,1388,1378,1375,4,5532,3,INE202E07153
IREDA,N7,1250,1250,1270,1,1250,1,INE202E07229
IRFC,EQ,22.35,22.35,22.35,6972424,156334314.5,10143,INE053F01010
IRFC,N5,1051.3,1051.3,1230,10,10513,1,INE053F07587
IRFC,N7,1362.99,1337.5,1142.1,51,68237.99,3,INE053F07652
IRFC,N9,1178,1178,1177.3,20,23560,1,INE053F07678
IRFC,NA,1319,1325,1320,229,302982,6,INE053F07686
IRFC,NB,1369.8,1349.99,1141.6,52,70714.54,4,INE053F07710
IRFC,NC,1307.8,1307.8,1306.8,772,1009621.6,3,INE053F07728
IRFC,NE,1363.75,1355,1359.99,830,1124902.15,10,INE053F07744
IRFC,NJ,1228.7,1230,1235.81,207,254480,3,INE053F07835
IRFC,NK,1325,1305,1330,1391,1843238.7,9,INE053F07843
IRFC,NO,1250.05,1263.86,1260,810,1022370.6,12,INE053F07900
IRIS,EQ,111.95,105.9,111,100329,10925730.85,1449,INE864K01010
IRISDOREME,EQ,191.7,190.8,189.25,62197,11847339.95,356,INE01GN01017
ISEC,EQ,673.95,651.35,669.75,417762,276167199.6,22675,INE763G01038
ISFT,EQ,193.9,183.65,191.15,54895,10356233.45,1299,INE566K01011
ISGEC,EQ,563.05,565.55,564.7,71179,40251206.55,7004,INE858B01029
ISMTLTD,BE,55.05,52.8,55,108105,5739075.2,427,INE732F01019
ITC,EQ,251.45,252,249.75,40491633,10199201337,239738,INE154A01025
ITDC,EQ,346,354.65,346.05,38075,13507011.75,2214,INE353K01014
ITDCEM,EQ,65.35,68.2,64.8,1669702,114222690.9,12252,INE686A01026
ITI,EQ,101.85,100.25,101.05,174470,17638906.65,3418,INE248A01017
IVC,BE,7,6.75,6.95,186292,1275964.35,339,INE050B01023
IVP,EQ,162,160.95,163.35,30769,5015345.65,639,INE043C01018
IVZINGOLD,EQ,4615,4609.15,4614,74,338236.7,35,INF205K01361
IVZINNIFTY,EQ,1888.4,1893,1880.65,3,5674.4,2,INF205K01DA9
IWEL,EQ,680.9,705.1,709.15,842,589593.7,114,INE0FLR01028
IZMO,EQ,89.5,88.7,88.15,35875,3183576.4,941,INE848A01014
J&KBANK,EQ,34.9,34.65,34.7,1270610,44254245.65,3465,INE168A01041
JAGRAN,EQ,65.65,65.05,65.05,147389,9615961.05,1208,INE199G01027
JAGSNPHARM,EQ,301.85,284.5,301.85,226322,65467397,10167,INE048B01027
JAIBALAJI,EQ,46.95,45.7,46.4,32206,1480656.15,615,INE091G01018
JAICORPLTD,EQ,112.85,113.8,112.75,1240802,142319503.5,9998,INE070D01027
JAINAM,SM,151.1,154,152,8000,1220700,4,INE02KC01010
JAINSTUDIO,BZ,2.5,2.55,2.6,500,1273.95,2,INE486B01011
JAIPURKURT,EQ,64.55,61.1,62.35,20242,1247600.1,180,INE696V01013
JAKHARIA,SM,120.5,159.5,140,1600,224000,2,INE00N401018
JALAN,SM,15.1,14.95,14.4,36000,540300,12,INE349X01015
JAMNAAUTO,EQ,103.5,99.9,102.65,1280279,128286546.9,8958,INE039C01032
JASH,EQ,542,540.35,540.5,20124,10922518.2,672,INE039O01011
JAYAGROGN,EQ,226.7,248.5,224.75,508053,126708759,17941,INE785A01026
JAYBARMARU,EQ,160.95,155.85,160.7,24757,3901522.55,953,INE571B01028
JAYNECOIND,EQ,24.8,24.1,24.45,43058,1039439.15,247,INE854B01010
JAYSREETEA,EQ,96.9,96.8,96.4,33728,3282952,688,INE364A01020
JBCHEPHARM,EQ,1615,1584.85,1599.3,66548,105955916.1,6416,INE572A01028
JBFIND,BE,15.4,14.9,15.2,437003,6462523.1,588,INE187A01017
JBMA,EQ,455,437.8,452.8,97271,43154500.65,4417,INE927D01044
JCHAC,EQ,1903,1862.55,1906.7,9580,18010655.2,2102,INE782A01015
JETAIRWAYS,BZ,86.05,85.95,86.95,37185,3207791.35,698,INE802G01018
JETFREIGHT,EQ,64.85,67.15,66.05,17330,1146154.8,346,INE982V01017
JHS,EQ,23.95,23.45,23.45,40792,963871.75,257,INE544H01014
JINDALPHOT,EQ,261,253.75,260.15,42668,11015571.9,2614,INE796G01012
JINDALPOLY,EQ,1176.9,1124.65,1163.25,130071,148587150.8,9861,INE197D01010
JINDALSAW,EQ,93,93.95,92.45,3840221,366218604.8,23460,INE324A01024
JINDALSTEL,EQ,498.7,510.8,493.1,13325630,6681759072,155111,INE749A01030
JINDRILL,EQ,270.9,253.8,264.7,808319,210143807.4,21145,INE742C01031
JINDWORLD,EQ,312,312.15,309.7,56315,17621639.2,1759,INE247D01039
JISLDVREQS,EQ,21.8,21.15,21.3,30220,644578.7,185,IN9175A01010
JISLJALEQS,EQ,42.3,41.65,42,1870082,78327559.55,3021,INE175A01038
JITFINFRA,BE,124.55,116.9,122.1,18714,2232841.25,220,INE863T01013
JKCEMENT,EQ,2394.05,2328.4,2382.9,266411,627770839.4,20792,INE823G01014
JKIL,EQ,171.8,167.4,169.75,106318,17895717.9,3164,INE576I01022
JKLAKSHMI,EQ,426,415.85,422,216311,90480527.85,10238,INE786A01032
JKPAPER,EQ,315.85,311.05,316.45,1158844,362565126.2,22384,INE789E01012
JKTYRE,EQ,108.5,107.55,107.45,588712,63399101.35,6399,INE573A01042
JMA,EQ,68.25,68.7,68.25,10171,700862.8,280,INE412C01023
JMCPROJECT,EQ,83.8,83.1,83.35,76852,6407449.5,1884,INE890A01024
JMFINANCIL,EQ,67,66.5,66.65,545140,36414819.85,4116,INE780C01023
JOCIL,EQ,162.8,193.6,161.35,62906,11811395.25,942,INE839G01010
JPASSOCIAT,EQ,8.75,8.75,8.75,7252806,63978993.9,3864,INE455F01025
JPINFRATEC,EQ,3.25,3.1,3.25,2818364,8865878.6,2849,INE099J01015
JPOLYINVST,EQ,229.15,237,226.1,8813,2082788.75,284,INE147P01019
JPPOWER,EQ,6.95,6.95,6.95,34868144,244664685.1,31609,INE351F01018
JSL,EQ,188.95,186.2,187.5,1025790,191941402.8,18396,INE220G01021
JSLHISAR,EQ,365.9,367.15,361.8,204761,75168304.3,7558,INE455T01018
JSWENERGY,BE,301.15,298.15,301.15,148098,44413217.65,4396,INE121E01018
JSWHL,EQ,4177.2,4197.8,4168.2,1207,5077342.55,304,INE824G01012
JSWISPL,EQ,32.8,34.2,32.5,4324926,145396554.2,9333,INE743C01021
JSWSTEEL,EQ,702.9,704.4,696.5,8964532,6300855658,112125,INE019A01038
JTEKTINDIA,EQ,74.6,73.4,74.6,177944,13226224.95,2909,INE643A01035
JTLINFRA,EQ,215.5,214.1,214.95,24393,5247391.8,1009,INE391J01024
JUBLFOOD,EQ,2650,2651.3,2621.35,1572334,4189757791,79557,INE797F01012
JUBLINDS,EQ,504.5,496.6,498.2,15984,7978595.5,871,INE645L01011
JUBLINGREA,EQ,506,502.85,504.55,533591,271202911.4,10862,INE0BY001018
JUBLPHARMA,EQ,443.4,435.05,440.35,230354,100787015.5,8159,INE700A01033
JUNIORBEES,EQ,436,428.68,427.76,198485,84796702,5210,INF732E01045
JUSTDIAL,EQ,754.7,748.6,749.4,293482,221508654.4,8696,INE599M01018
JYOTHYLAB,EQ,146.3,144.65,144.75,3325344,479061036.1,14733,INE668F01031
JYOTISTRUC,BZ,17.65,17.7,18.1,124760,2202435.6,193,INE197A01024
KABRAEXTRU,EQ,477.95,490.65,473.5,74581,36406395.65,3641,INE900B01029
KAJARIACER,EQ,1054.35,1037.7,1043.65,185174,192770018.7,16959,INE217B01036
KAKATCEM,EQ,223.55,221.35,221.25,13630,3043072.95,577,INE437B01014
KALPATPOWR,EQ,373.5,371.55,371.6,1063241,395074593.9,4921,INE220B01022
KALYANIFRG,BE,182.85,176.05,177,735,130132.45,16,INE314G01014
KALYANKJIL,EQ,61.7,60.25,61.25,714843,43482579.05,7047,INE303R01014
KAMATHOTEL,EQ,69,69.75,66.6,1204192,85535581.1,14241,INE967C01018
KAMDHENU,EQ,232.75,233.25,230.6,295908,70728217.25,14017,INE390H01012
KANANIIND,BE,20.75,21.15,20.9,169111,3507336.05,275,INE879E01037
KANORICHEM,EQ,132.2,129.95,129.6,23472,3070063.2,271,INE138C01024
KANPRPLA,EQ,126,127,125.8,137475,17410543.95,517,INE694E01014
KANSAINER,EQ,458,459.55,458.1,118487,54406888.45,5272,INE531A01024
KAPSTON,BE,99.9,103.75,99.9,2216,230311.5,22,INE542Z01010
KARMAENG,BE,33.8,31.6,32.85,4393,142346.05,39,INE725L01011
KARURVYSYA,EQ,46.5,46.15,46.05,2729513,126163506.7,9423,INE036D01028
KAUSHALYA,BE,4.4,4.25,4.4,126046,542983.8,185,INE234I01010
KAVVERITEL,BE,10.8,10.6,10.8,17754,188133.55,113,INE641C01019
